Gender,Age,Height(cm),Weight(kg),Body_Fat(%),Fitness_Level,Weekly_Training,Training_Type,Supplement,Supplement_Type,Usage_Period(weeks),Usage_Frequency(times/week),Diet_Type,Weight_Change(kg),Body_Fat_Change(%),Performance_Improvement(%),Satisfaction(1-10)
Female,Under_25,170-180,62,20,Beginner,3-5_times,Endurance,Whey_Protein,Concentrate,4,1,Low_Carb,0.9,-0.6,4.4,9
Male,25-35,170-180,79,16,Intermediate,More_than_5,Flexibility,Creatine,Monohydrate,7,4,Regular,4,-0.2,5.1,9.9
Female,Over_35,180-190,72,23,Intermediate,3-5_times,Strength_Training,Fish_Oil,Deep_Sea,3,7,High_Protein,-0.1,-0.6,1.3,7
Male,Under_25,180-190,92,16,Intermediate,3-5_times,Endurance,Whey_Protein,Concentrate,6,2,High_Protein,1.3,-0.9,4.7,9.5
Female,Over_35,160-170,52,24,Beginner,3-5_times,HIIT,BCAA,Vegan,5,7,Regular,-0.1,-0.5,5.1,8
Male,25-35,150-160,46,21,Beginner,More_than_5,Flexibility,Whey_Protein,Concentrate,6,5,Regular,2.6,-0.7,3,7.9
Female,25-35,180-190,83,29,Intermediate,3-5_times,Strength_Training,Whey_Protein,Isolate,4,5,High_Protein,5.7,-1.4,7.8,10
Male,Under_25,170-180,78,21,Advanced,3-5_times,Strength_Training,Whey_Protein,Concentrate,6,7,Regular,7.4,-1.8,6.2,10
Male,25-35,170-180,60,18,Intermediate,3-5_times,Endurance,Whey_Protein,Isolate,6,6,Regular,0.9,-1.3,3.8,9.6
Male,25-35,170-180,64,21,Intermediate,3-5_times,HIIT,Pre_Workout,Regular,8,4,High_Protein,0.1,-0.1,16.4,10
Female,Under_25,160-170,67,22,Beginner,3-5_times,Endurance,Whey_Protein,Isolate,5,5,Regular,1,-0.5,3.9,8.9
Female,Under_25,160-170,64,27,Intermediate,3-5_times,Strength_Training,Pre_Workout,Regular,3,7,High_Protein,0.4,-0.1,13.8,10
Male,Under_25,180-190,94,15,Beginner,Less_than_3,Strength_Training,Energy_Drink,Sugar_Free,7,4,Regular,0.2,-0.1,2.5,7.9
Female,Under_25,170-180,78,23,Intermediate,Less_than_3,Flexibility,Multivitamin,Standard,8,7,Regular,0.2,0.2,1.2,6.4
Male,25-35,170-180,67,22,Intermediate,Less_than_3,HIIT,BCAA,Whey_Based,3,5,High_Protein,-0.5,-0.4,3.7,8.2
Female,25-35,170-180,68,30,Intermediate,3-5_times,Strength_Training,Multivitamin,Sport_Enhanced,5,2,Regular,0,0,3.4,7.3
Female,Under_25,180-190,78,29,Advanced,3-5_times,Strength_Training,Creatine,Monohydrate,7,7,Regular,8.6,-0.1,15.7,10
Male,Under_25,180-190,79,19,Intermediate,Less_than_3,HIIT,BCAA,Vegan,3,1,Low_Carb,0.1,-0.3,4,8
Male,25-35,180-190,86,18,Beginner,3-5_times,Endurance,Energy_Drink,Sugar_Free,7,6,Vegan,-0.4,-0.4,1.9,8.5
Female,Under_25,180-190,76,20,Intermediate,3-5_times,Strength_Training,Whey_Protein,Isolate,7,7,Vegan,4,-0.9,5.7,10
Male,Under_25,170-180,79,20,Intermediate,3-5_times,HIIT,Creatine,Monohydrate,8,1,Regular,2.4,-0.3,9,10
Female,25-35,160-170,56,26,Intermediate,Less_than_3,Strength_Training,Whey_Protein,Hydrolyzed,8,7,Regular,3.5,-0.9,3.9,10
Female,Under_25,170-180,63,22,Beginner,3-5_times,Strength_Training,Multivitamin,Standard,4,7,Low_Carb,0,0.1,2.3,5.8
Male,Under_25,170-180,64,24,Intermediate,3-5_times,Endurance,Whey_Protein,Concentrate,8,7,High_Protein,1.3,-0.6,6,10
Female,25-35,170-180,71,27,Advanced,3-5_times,HIIT,Multivitamin,Standard,4,1,High_Protein,-0.2,-0.2,4.8,7.3
Female,Under_25,170-180,61,21,Advanced,Less_than_3,HIIT,Creatine,HCL,4,3,Regular,2.3,-0.2,9.4,10
Male,25-35,170-180,61,19,Beginner,3-5_times,Strength_Training,Creatine,Monohydrate,4,7,Regular,3.8,0.1,5,10
Female,Under_25,160-170,66,19,Intermediate,More_than_5,HIIT,Whey_Protein,Concentrate,4,4,Regular,2.5,-2.4,8.3,10
Female,Under_25,180-190,77,27,Advanced,Less_than_3,Endurance,Creatine,HCL,5,7,Regular,1.2,0,8.5,10
Male,Over_35,170-180,80,19,Intermediate,3-5_times,Flexibility,BCAA,Whey_Based,8,5,Regular,0,-0.4,1.7,6.9
Female,Under_25,180-190,92,21,Intermediate,More_than_5,Strength_Training,Creatine,Monohydrate,7,5,Regular,6.3,0,15.4,10
Male,25-35,160-170,66,27,Intermediate,3-5_times,Strength_Training,Whey_Protein,Isolate,4,7,High_Protein,5.9,-1,5.2,10
Male,25-35,170-180,64,19,Intermediate,More_than_5,Strength_Training,Whey_Protein,Isolate,6,4,Regular,6.8,-2.2,8.3,10
Male,Under_25,170-180,64,19,Beginner,3-5_times,Endurance,Creatine,Monohydrate,7,4,Regular,1.5,-0.1,5.3,10
Male,25-35,150-160,51,25,Beginner,3-5_times,HIIT,Fish_Oil,Deep_Sea,8,1,Regular,-0.3,-1.5,1.9,8.5
Male,25-35,160-170,73,18,Advanced,3-5_times,Strength_Training,Creatine,Monohydrate,6,4,Regular,6.4,-0.1,15.2,10
Male,Under_25,170-180,74,23,Intermediate,Less_than_3,HIIT,Multivitamin,Standard,8,7,Low_Carb,-0.4,-0.1,2.6,6.2
Female,25-35,160-170,53,31,Beginner,3-5_times,Flexibility,Pre_Workout,Regular,6,3,High_Protein,0.3,0,4.1,9.1
Male,Under_25,170-180,76,20,Intermediate,More_than_5,Flexibility,Energy_Drink,Sugar,3,4,Regular,0,-0.1,3.9,7.2
Female,Under_25,170-180,79,19,Intermediate,Less_than_3,Strength_Training,Whey_Protein,Concentrate,8,6,Low_Carb,2.3,-0.7,3.6,9.9
Male,Under_25,170-180,62,19,Intermediate,3-5_times,Strength_Training,Fish_Oil,Deep_Sea,8,3,Regular,0.2,-0.6,1,7
Male,Under_25,170-180,67,21,Advanced,3-5_times,Strength_Training,BCAA,Whey_Based,3,7,Regular,0.6,-0.4,6.9,8.6
Male,Under_25,170-180,72,19,Intermediate,Less_than_3,HIIT,Creatine,Monohydrate,8,2,Regular,2.2,-0.1,6.8,10
Male,Under_25,180-190,75,21,Beginner,3-5_times,HIIT,Energy_Drink,Sugar,6,1,Regular,-0.3,0,4.8,8.2
Male,Under_25,160-170,58,12,Intermediate,Less_than_3,HIIT,BCAA,Whey_Based,5,7,High_Protein,-0.5,-0.5,4.6,8.8
Female,25-35,170-180,65,27,Beginner,3-5_times,HIIT,BCAA,Whey_Based,3,3,High_Protein,-0.6,-0.4,4.1,9.1
Male,Under_25,160-170,58,17,Advanced,3-5_times,Flexibility,Whey_Protein,Concentrate,8,5,High_Protein,1.9,-1,2.7,8.6
Male,25-35,170-180,71,27,Intermediate,3-5_times,Strength_Training,Whey_Protein,Isolate,6,4,Regular,4.2,-1.7,6.6,10
Female,25-35,160-170,51,28,Advanced,3-5_times,Endurance,BCAA,Whey_Based,5,1,Regular,-0.3,-0.4,6.3,8.3
Female,25-35,170-180,64,20,Beginner,3-5_times,Strength_Training,Creatine,Monohydrate,4,5,High_Protein,4.5,-0.1,10.4,10
Male,Under_25,150-160,46,14,Intermediate,More_than_5,HIIT,Whey_Protein,Isolate,6,3,Low_Carb,2.3,-1.9,7.2,10
Male,Under_25,170-180,60,20,Beginner,3-5_times,Strength_Training,Whey_Protein,Isolate,3,4,Low_Carb,2.1,-0.6,4.6,9.5
Female,Under_25,180-190,76,23,Intermediate,Less_than_3,Strength_Training,BCAA,Vegan,5,2,High_Protein,0.7,-0.1,4.7,9.7
Male,Under_25,180-190,71,24,Beginner,3-5_times,Strength_Training,Energy_Drink,Sugar_Free,7,6,Regular,-0.1,-0.1,3.5,8.3
Male,Over_35,160-170,50,23,Intermediate,Less_than_3,Endurance,Fish_Oil,Deep_Sea,3,2,High_Protein,-0.2,-1.2,2.8,7.9
Male,Under_25,180-190,72,23,Intermediate,3-5_times,Strength_Training,Creatine,Monohydrate,4,1,Low_Carb,5.2,0,10.7,10
Male,Under_25,160-170,58,17,Beginner,3-5_times,Strength_Training,Whey_Protein,Concentrate,3,4,Regular,3.1,-1.2,5.1,10
Male,25-35,180-190,90,16,Advanced,More_than_5,Endurance,Whey_Protein,Isolate,6,7,High_Protein,2.4,-2.1,11.4,10
Male,Under_25,160-170,69,23,Intermediate,Less_than_3,Endurance,Multivitamin,Standard,6,3,High_Protein,-0.6,-0.1,2.6,5.9
Male,Over_35,170-180,66,18,Beginner,More_than_5,Strength_Training,Whey_Protein,Concentrate,3,1,Regular,4.6,-1,5.3,10
Male,25-35,170-180,72,21,Beginner,3-5_times,Strength_Training,Energy_Drink,Sugar,4,3,Regular,0.4,-0.1,3.8,9.1
Male,Over_35,170-180,66,25,Intermediate,More_than_5,Strength_Training,Pre_Workout,Regular,7,2,Regular,0.2,-0.1,15.8,10
Male,25-35,180-190,81,19,Beginner,3-5_times,HIIT,BCAA,Whey_Based,3,2,Regular,-0.3,-0.4,3.1,8.8
Male,Under_25,170-180,82,22,Beginner,3-5_times,Strength_Training,Whey_Protein,Concentrate,8,1,Low_Carb,2.8,-1,2.6,10
Male,Under_25,150-160,46,20,Intermediate,3-5_times,HIIT,Whey_Protein,Isolate,3,5,Regular,1.4,-2.1,5.1,9.8
Male,Under_25,170-180,66,17,Intermediate,3-5_times,Strength_Training,Fish_Oil,Deep_Sea,8,7,High_Protein,0,-0.9,0.8,8.2
Male,25-35,160-170,67,26,Beginner,More_than_5,HIIT,Energy_Drink,Sugar_Free,4,7,Low_Carb,-0.2,-0.2,6.5,8.4
Female,Under_25,170-180,68,19,Beginner,3-5_times,Strength_Training,Multivitamin,Standard,6,3,Regular,0.3,0.1,2.3,7.4
Male,Under_25,160-170,67,19,Beginner,Less_than_3,Strength_Training,Whey_Protein,Concentrate,8,4,Low_Carb,1,-0.6,3,9
Male,Over_35,170-180,60,29,Intermediate,3-5_times,Endurance,Whey_Protein,Concentrate,4,3,Regular,1.8,-1,4.6,9.7
Female,25-35,160-170,64,24,Intermediate,Less_than_3,Strength_Training,Multivitamin,Standard,7,1,Vegan,0.1,-0.1,2.3,7
Male,25-35,170-180,78,20,Beginner,Less_than_3,HIIT,Creatine,Monohydrate,4,4,High_Protein,1.2,-0.2,5.6,10
Female,25-35,170-180,79,26,Intermediate,3-5_times,Endurance,Creatine,Monohydrate,3,3,Low_Carb,1.1,-0.1,7.4,9.8
Male,Under_25,170-180,62,18,Beginner,Less_than_3,HIIT,Creatine,Monohydrate,4,2,Regular,0.7,-0.2,5.4,10
Female,Under_25,170-180,83,29,Intermediate,Less_than_3,Endurance,Whey_Protein,Isolate,6,2,Low_Carb,1.2,-0.6,3.9,8.8
Male,25-35,170-180,68,19,Advanced,Less_than_3,HIIT,Multivitamin,Standard,3,2,Regular,0.1,-0.2,3.5,6.3
Female,25-35,170-180,82,23,Intermediate,More_than_5,HIIT,Fish_Oil,Algae_DHA,8,4,Regular,-0.2,-2.1,3.1,8.6
Male,Over_35,180-190,74,25,Beginner,3-5_times,HIIT,Whey_Protein,Isolate,5,2,High_Protein,0.7,-1.1,4.5,9.9
Male,25-35,170-180,67,16,Advanced,More_than_5,Endurance,Whey_Protein,Hydrolyzed,3,5,Regular,2,-0.9,9.6,10
Female,Under_25,170-180,75,26,Beginner,3-5_times,Strength_Training,Creatine,Monohydrate,3,4,Regular,4.4,0.1,7.9,10
Female,Under_25,180-190,85,22,Beginner,Less_than_3,HIIT,Multivitamin,Sport_Enhanced,7,6,Regular,-0.1,-0.1,1.8,6.7
Female,25-35,150-160,47,20,Advanced,3-5_times,HIIT,Whey_Protein,Hydrolyzed,3,3,Regular,2.4,-2.4,8.7,10
Female,Under_25,180-190,77,19,Intermediate,Less_than_3,Strength_Training,L_Carnitine,Liquid,5,3,Regular,0.4,-1.6,1.6,9
Female,25-35,180-190,87,28,Beginner,3-5_times,Endurance,Creatine,Monohydrate,7,3,Regular,1.3,-0.3,4.8,10
Female,Under_25,170-180,60,28,Beginner,3-5_times,HIIT,Whey_Protein,Isolate,5,3,Regular,0.7,-1.6,4.7,9.8
Male,25-35,160-170,72,19,Advanced,Less_than_3,HIIT,Pre_Workout,Regular,5,6,Regular,-0.3,-0.2,12.3,10
Male,Under_25,160-170,73,12,Advanced,3-5_times,HIIT,Creatine,Monohydrate,5,3,High_Protein,2.3,-0.5,14.5,10
Male,25-35,170-180,68,20,Intermediate,3-5_times,Flexibility,Whey_Protein,Isolate,4,6,High_Protein,1.5,-0.7,2.3,8.4
Male,Under_25,170-180,78,12,Intermediate,3-5_times,Strength_Training,Creatine,HCL,7,7,High_Protein,6.7,0.1,15.9,10
Male,Under_25,170-180,70,22,Intermediate,3-5_times,HIIT,Creatine,Monohydrate,5,3,Regular,3.1,-0.3,10.7,10
Female,Over_35,160-170,60,30,Beginner,3-5_times,Strength_Training,Whey_Protein,Concentrate,5,6,High_Protein,3.5,-1.3,5.6,10
Male,25-35,Above_190,95,24,Advanced,3-5_times,Endurance,Whey_Protein,Concentrate,7,5,Regular,1.8,-1.4,7.9,10
Male,Under_25,170-180,75,20,Intermediate,3-5_times,Strength_Training,Pre_Workout,Caffeine_Free,6,7,Regular,0,0,12,10
Female,Under_25,180-190,75,23,Beginner,3-5_times,Strength_Training,Creatine,Monohydrate,8,5,High_Protein,3.4,-0.1,9.3,10
Female,Under_25,160-170,66,28,Beginner,Less_than_3,Strength_Training,Energy_Drink,Sugar_Free,3,2,Regular,0.1,0,2.3,8.7
Male,Under_25,170-180,80,17,Intermediate,3-5_times,Flexibility,BCAA,Whey_Based,6,1,Regular,0.4,-0.2,2.4,8.4
Female,Under_25,160-170,60,19,Beginner,More_than_5,Strength_Training,BCAA,Whey_Based,8,7,Regular,0.7,-0.2,5.7,9.4
Female,25-35,170-180,71,24,Intermediate,Less_than_3,Strength_Training,Energy_Drink,Sugar_Free,5,3,Regular,0.1,0.1,4.7,8
Male,25-35,160-170,62,20,Intermediate,3-5_times,Endurance,Creatine,Monohydrate,3,4,Low_Carb,1.5,-0.1,9.7,10
Female,25-35,Above_190,99,21,Advanced,3-5_times,Strength_Training,Whey_Protein,Concentrate,6,2,High_Protein,7.3,-1.6,7.9,10
Male,25-35,170-180,81,23,Intermediate,Less_than_3,Endurance,Creatine,Monohydrate,3,6,Regular,1.5,-0.2,5.1,10
Male,25-35,170-180,60,25,Beginner,Less_than_3,Strength_Training,Whey_Protein,Concentrate,3,3,Low_Carb,1.9,-0.7,3,10
Female,Over_35,160-170,72,27,Beginner,3-5_times,Strength_Training,Creatine,Monohydrate,5,6,Regular,3.5,0.1,9.2,10
Male,25-35,170-180,78,18,Intermediate,More_than_5,Flexibility,Multivitamin,Standard,6,5,Vegan,0,0,2.5,7.2
Female,Under_25,170-180,67,26,Intermediate,3-5_times,Endurance,BCAA,Whey_Based,7,7,High_Protein,-0.6,-0.5,4.4,7.6
Male,25-35,160-170,59,17,Advanced,3-5_times,Strength_Training,BCAA,Whey_Based,3,1,Low_Carb,0.7,-0.4,6.3,8.9
Female,25-35,170-180,73,26,Intermediate,Less_than_3,Flexibility,Pre_Workout,Regular,5,1,Regular,0.2,-0.1,3.3,9.6
Female,Under_25,170-180,71,25,Beginner,3-5_times,Strength_Training,Energy_Drink,Sugar_Free,4,5,Regular,0.4,0,3.9,8
Female,Under_25,160-170,74,19,Intermediate,3-5_times,Endurance,L_Carnitine,Liquid,3,4,High_Protein,-0.5,-4.6,7.8,10
Male,25-35,160-170,54,19,Beginner,3-5_times,Flexibility,Creatine,Monohydrate,4,5,High_Protein,2,-0.1,4.8,9.1
Male,25-35,Above_190,94,25,Intermediate,Less_than_3,HIIT,Whey_Protein,Concentrate,3,2,High_Protein,1.6,-1.4,5.6,10
Male,Under_25,Above_190,86,17,Advanced,3-5_times,Strength_Training,Energy_Drink,Sugar,3,3,High_Protein,0.4,0.1,7.2,9.4
Female,Under_25,180-190,78,23,Intermediate,Less_than_3,Strength_Training,Fish_Oil,Deep_Sea,6,3,High_Protein,0.5,-0.4,0.5,6.6
Male,Over_35,160-170,55,25,Beginner,3-5_times,Strength_Training,BCAA,Vegan,4,5,Regular,1,-0.3,4.4,9.7
Male,Under_25,160-170,62,13,Beginner,Less_than_3,HIIT,Creatine,HCL,6,4,High_Protein,1.1,-0.1,5.7,10
Male,Under_25,170-180,81,19,Advanced,3-5_times,Strength_Training,Multivitamin,Sport_Enhanced,7,5,Regular,0.4,-0.1,4.5,7.4
Female,Under_25,160-170,68,19,Advanced,3-5_times,HIIT,Energy_Drink,Sugar_Free,8,4,High_Protein,-0.2,-0.1,8.6,8.7
Male,Under_25,180-190,73,19,Advanced,More_than_5,HIIT,Creatine,Monohydrate,6,4,Low_Carb,2.9,-0.1,16.5,10
Male,25-35,Above_190,89,23,Beginner,3-5_times,Flexibility,Creatine,Monohydrate,3,5,Regular,2.3,0,1.9,9.3
Male,25-35,180-190,76,20,Intermediate,More_than_5,Strength_Training,Pre_Workout,Regular,6,1,Low_Carb,0.2,0.1,18.4,10
Male,Under_25,180-190,83,12,Beginner,3-5_times,HIIT,BCAA,Whey_Based,7,1,Regular,-0.2,-0.3,4,9
Female,Over_35,160-170,51,25,Advanced,3-5_times,Endurance,Pre_Workout,Caffeine_Free,4,6,Regular,-0.8,-0.3,12.9,10
Male,25-35,170-180,76,24,Intermediate,3-5_times,Endurance,Whey_Protein,Concentrate,8,1,Regular,1.1,-1.2,4.2,10
Male,25-35,180-190,91,26,Intermediate,Less_than_3,Endurance,Fish_Oil,Deep_Sea,3,7,High_Protein,-0.2,-1,2.4,7.5
Male,25-35,160-170,53,15,Intermediate,3-5_times,Endurance,Multivitamin,Standard,6,4,Regular,-0.3,-0.2,3.4,7.6
Male,Under_25,180-190,87,17,Beginner,3-5_times,Strength_Training,Multivitamin,Sport_Enhanced,6,5,Regular,0.4,0,2,6.3
Male,25-35,170-180,62,24,Advanced,More_than_5,Flexibility,Energy_Drink,Sugar,7,6,Regular,0.5,0,3.8,8.3
Female,Under_25,170-180,61,26,Intermediate,3-5_times,Flexibility,BCAA,Whey_Based,8,4,Regular,0.3,-0.2,2.7,7.1
Female,Under_25,170-180,71,22,Intermediate,More_than_5,Strength_Training,BCAA,Whey_Based,5,6,Low_Carb,0.8,-0.3,7.2,9
Male,25-35,170-180,78,25,Beginner,Less_than_3,Strength_Training,BCAA,Vegan,5,6,Regular,0.5,0,2.1,7.8
Male,Under_25,180-190,82,19,Advanced,More_than_5,Endurance,Creatine,Monohydrate,5,5,High_Protein,4.7,-0.1,13.3,10
Male,Under_25,170-180,78,17,Advanced,Less_than_3,Endurance,Pre_Workout,Regular,4,5,High_Protein,-0.5,-0.2,10.3,10
Male,Under_25,170-180,60,24,Advanced,Less_than_3,Strength_Training,Whey_Protein,Concentrate,3,3,High_Protein,5.8,-1.1,7.5,10
Female,Over_35,160-170,62,34,Beginner,Less_than_3,Strength_Training,Energy_Drink,Sugar_Free,8,5,Regular,0.2,0.1,2.2,7.7
Female,Under_25,150-160,52,27,Intermediate,Less_than_3,HIIT,Whey_Protein,Isolate,3,7,Regular,1.4,-1,3.7,9.6
Male,25-35,170-180,72,18,Intermediate,More_than_5,Strength_Training,Energy_Drink,Sugar_Free,6,6,Regular,0.3,-0.1,6.5,8.3
Male,25-35,160-170,71,26,Intermediate,3-5_times,Endurance,Whey_Protein,Concentrate,7,3,High_Protein,2,-1.2,5.4,10
Male,Under_25,160-170,64,24,Intermediate,3-5_times,Strength_Training,Pre_Workout,Caffeine_Free,4,2,Regular,0.1,0.1,12.5,10
Male,25-35,170-180,75,17,Advanced,Less_than_3,Strength_Training,Multivitamin,Standard,7,7,Regular,0.4,0.1,2.7,6.2
Male,25-35,170-180,74,25,Intermediate,Less_than_3,HIIT,Pre_Workout,Regular,8,1,High_Protein,-0.3,-0.2,8.7,10
Male,Under_25,170-180,84,15,Intermediate,More_than_5,Endurance,Pre_Workout,Caffeine_Free,7,3,Regular,-0.1,-0.3,11.8,10
Male,Under_25,170-180,77,22,Intermediate,More_than_5,Strength_Training,Whey_Protein,Isolate,6,1,Low_Carb,3.2,-1.9,8.1,10
Male,Under_25,170-180,77,21,Beginner,Less_than_3,Endurance,Multivitamin,Standard,7,6,Regular,-0.3,-0.2,1.9,6.3
Female,Over_35,Above_190,93,34,Beginner,3-5_times,Strength_Training,Creatine,HCL,6,6,Low_Carb,3.7,0,8.9,10
Female,Under_25,170-180,80,27,Intermediate,More_than_5,Strength_Training,Whey_Protein,Concentrate,6,4,Regular,7,-3,7,10
Female,25-35,160-170,60,23,Beginner,Less_than_3,Strength_Training,Whey_Protein,Isolate,8,1,Low_Carb,2.9,-0.4,4,9.7
Female,Under_25,180-190,91,27,Intermediate,Less_than_3,Flexibility,Whey_Protein,Isolate,3,7,Regular,1.9,-0.8,1.3,7.9
Male,25-35,170-180,79,20,Intermediate,3-5_times,Strength_Training,BCAA,Whey_Based,7,6,Regular,0.4,-0.2,6.6,8.9
Female,25-35,180-190,87,26,Intermediate,3-5_times,Strength_Training,Whey_Protein,Isolate,5,2,Vegan,4.2,-2.1,5.9,10
Male,25-35,170-180,83,16,Beginner,Less_than_3,Flexibility,Fish_Oil,Algae_DHA,6,1,High_Protein,0.4,-0.3,0.8,6.9
Male,Under_25,180-190,86,23,Intermediate,More_than_5,Endurance,Creatine,Monohydrate,4,1,High_Protein,3.5,-0.2,12.2,10
Male,25-35,170-180,78,15,Intermediate,Less_than_3,HIIT,Whey_Protein,Isolate,4,7,High_Protein,0.9,-1.4,3.7,9.4
Female,Under_25,160-170,50,24,Intermediate,3-5_times,Strength_Training,Creatine,Monohydrate,4,4,Low_Carb,4.3,0,11.5,10
Female,25-35,170-180,81,25,Intermediate,Less_than_3,Endurance,Multivitamin,Standard,6,4,Regular,-0.1,-0.1,2.5,7.4
Male,Under_25,170-180,81,19,Intermediate,3-5_times,Strength_Training,BCAA,Whey_Based,3,2,Regular,0.8,-0.4,3.9,8.2
Male,25-35,150-160,62,20,Beginner,3-5_times,Strength_Training,Creatine,Monohydrate,3,3,Regular,3.6,0.1,9.4,10
Male,Under_25,180-190,92,13,Beginner,Less_than_3,Endurance,Whey_Protein,Concentrate,5,5,High_Protein,0.7,-0.9,3.2,8.7
Female,Under_25,150-160,60,25,Intermediate,Less_than_3,HIIT,Creatine,Monohydrate,4,5,High_Protein,1.5,-0.2,8.9,10
Male,Under_25,170-180,61,20,Beginner,Less_than_3,Strength_Training,Energy_Drink,Sugar_Free,7,4,Regular,0.5,-0.1,2.1,7
Male,Under_25,170-180,73,21,Intermediate,Less_than_3,Strength_Training,BCAA,Vegan,7,3,Regular,0.6,-0.2,3.9,8.3
Male,25-35,170-180,63,20,Beginner,Less_than_3,Strength_Training,BCAA,Whey_Based,7,7,Vegan,0.1,0,2.8,7.3
Male,Under_25,180-190,92,15,Beginner,Less_than_3,HIIT,Pre_Workout,Caffeine_Free,4,3,Regular,-0.3,0,6.5,9.8
Male,Under_25,170-180,60,22,Intermediate,3-5_times,HIIT,BCAA,Vegan,7,7,High_Protein,-0.5,-0.8,6.5,10
Female,Under_25,170-180,81,21,Beginner,3-5_times,HIIT,Whey_Protein,Isolate,5,2,Low_Carb,0.6,-0.9,4.7,9.1
Male,Under_25,170-180,83,13,Beginner,Less_than_3,Strength_Training,Whey_Protein,Concentrate,3,1,High_Protein,3.7,-0.8,3.5,10
Female,25-35,160-170,72,21,Intermediate,Less_than_3,Strength_Training,Creatine,Monohydrate,8,2,High_Protein,5.8,-0.1,8.2,10
Female,25-35,170-180,79,25,Intermediate,Less_than_3,Endurance,Creatine,HCL,8,3,Regular,1.1,-0.1,6.6,10
Male,Under_25,180-190,87,20,Intermediate,Less_than_3,Strength_Training,Whey_Protein,Isolate,5,3,High_Protein,3.8,-1,3.2,10
Male,Under_25,170-180,76,23,Advanced,3-5_times,Strength_Training,Energy_Drink,Sugar_Free,4,3,Regular,0.1,-0.1,7,9.1
Female,25-35,170-180,79,29,Beginner,3-5_times,Strength_Training,Multivitamin,Standard,4,1,Regular,0.1,0.1,2.1,7
Female,25-35,160-170,60,30,Beginner,3-5_times,HIIT,Whey_Protein,Concentrate,8,1,Regular,0.9,-1.4,3.1,8.9
Male,Under_25,180-190,85,18,Advanced,3-5_times,Strength_Training,Energy_Drink,Sugar_Free,4,1,Regular,0.1,-0.1,6.9,9.8
Male,Under_25,170-180,83,12,Intermediate,More_than_5,Strength_Training,Creatine,HCL,8,7,High_Protein,9,0.1,17,10
Male,25-35,160-170,53,22,Intermediate,Less_than_3,Endurance,Creatine,Monohydrate,3,5,Regular,1.3,-0.2,5.3,9.2
Male,Over_35,160-170,54,27,Beginner,3-5_times,Endurance,Creatine,Monohydrate,3,5,Regular,2.1,-0.1,6.5,10
Male,25-35,150-160,51,20,Intermediate,3-5_times,Endurance,Creatine,Monohydrate,3,4,Low_Carb,2.1,-0.2,9.9,10
Male,Over_35,180-190,79,28,Intermediate,3-5_times,Strength_Training,Whey_Protein,Concentrate,3,2,High_Protein,5.4,-1.2,6.7,10
Female,Under_25,170-180,81,22,Advanced,Less_than_3,Strength_Training,Whey_Protein,Hydrolyzed,5,6,High_Protein,5.4,-0.8,7,10
Male,Over_35,Above_190,95,25,Intermediate,More_than_5,Endurance,Multivitamin,Sport_Enhanced,7,1,Regular,0.2,-0.2,5.7,7.5
Male,25-35,150-160,56,16,Intermediate,Less_than_3,Strength_Training,Creatine,Monohydrate,7,1,Vegan,3.8,0.1,8,10
Male,Under_25,150-160,49,13,Intermediate,3-5_times,Strength_Training,Pre_Workout,Regular,8,3,High_Protein,0.1,0.1,11.2,10
Female,Over_35,170-180,77,22,Beginner,3-5_times,HIIT,Creatine,Monohydrate,6,2,High_Protein,1.1,-0.2,7.4,10
Male,Over_35,160-170,63,25,Intermediate,3-5_times,HIIT,BCAA,Whey_Based,6,2,Regular,-0.2,-0.6,4.9,7.9
Male,25-35,170-180,74,26,Beginner,3-5_times,Flexibility,Creatine,Monohydrate,3,7,High_Protein,2,-0.2,4.4,9.1
Male,25-35,170-180,76,20,Intermediate,3-5_times,Strength_Training,Whey_Protein,Concentrate,6,1,High_Protein,5,-1.5,7.6,10
Female,25-35,160-170,60,25,Beginner,More_than_5,HIIT,Energy_Drink,Sugar,7,1,Regular,-0.1,-0.1,4.6,7.5
Female,Over_35,170-180,60,29,Advanced,Less_than_3,Strength_Training,Fish_Oil,Deep_Sea,7,5,Regular,0,-0.5,0.7,6.4
Male,25-35,170-180,74,21,Beginner,3-5_times,Strength_Training,L_Carnitine,Liquid,4,6,Regular,-0.2,-2,1.8,9.4
Male,25-35,170-180,65,23,Intermediate,More_than_5,Flexibility,Fish_Oil,Deep_Sea,4,1,Vegan,0.2,-0.9,1.4,7.9
Female,25-35,170-180,74,22,Beginner,3-5_times,HIIT,BCAA,Whey_Based,8,5,Regular,-0.3,-0.5,3.7,7.9
Female,Over_35,170-180,72,27,Beginner,3-5_times,Strength_Training,Whey_Protein,Isolate,5,4,Vegan,2.5,-1,3.8,10
Male,25-35,170-180,74,20,Beginner,Less_than_3,Strength_Training,L_Carnitine,Liquid,8,6,Regular,0.5,-1.1,1.8,8.8
Male,25-35,180-190,81,19,Intermediate,Less_than_3,HIIT,Whey_Protein,Concentrate,3,7,Low_Carb,0.5,-0.8,3.1,9.8
Female,25-35,180-190,77,30,Intermediate,More_than_5,Strength_Training,BCAA,Whey_Based,6,2,Regular,0.9,-0.4,8.7,9.2
Male,Under_25,170-180,76,23,Intermediate,More_than_5,Flexibility,Whey_Protein,Isolate,3,5,Regular,3.7,-0.9,3.2,9.2
